text,libertad_economica_score,libertad_personal_score
"Al examinar la creciente brecha de riqueza, es evidente que el sistema económico actual no está proporcionando igualdad de oportunidades para todos los ciudadanos. La necesidad urgente de un sistema tributario progresivo que exija más de los más ricos es vital para abordar esta disparidad. Asegurar salarios habitables, atención médica asequible y educación de calidad para todos debe ser priorizado para una sociedad sana y fuerte.",1,0
"Creo firmemente en la santidad de la vida, viendo a cada uno como invaluable, comenzando por la concepción. También defiendo la importancia de las estructuras y valores familiares tradicionales, considerándolos como la base de una sociedad sana y productiva. En términos económicos, defiendo políticas que promuevan el capitalismo de libre mercado, fomentando la responsabilidad y la propiedad individuales.",0,-1
"Creo firmemente en el derecho de todas las personas, independientemente de su género, a tener igualdad de acceso a las oportunidades en todas las esferas de la vida, sin ninguna forma de discriminación; el reconocimiento y el respeto de las diversas estructuras familiares, incluidos los padres solteros, los padres del mismo sexo y las diversas identidades de género dentro de la familia, son formas de progreso que nuestra sociedad debe adoptar; es fundamental modernizar nuestros sistemas jurídicos y sociales para reflejar esta realidad, garantizando la protección, la equidad y la justicia para todos.",0,1
"Nuestra nación prospera sobre los principios de la ley y el orden, que deben ser defendidos consistentemente para todos los individuos, independientemente de su raza u origen. En la inmigración, es crucial que mantengamos un sistema fronterizo seguro para asegurar la entrada ordenada y legal, para salvaguardar a los ciudadanos estadounidenses, nuestra economía y los propios inmigrantes. Nuestro enfoque debe ser fomentar la igualdad de oportunidades para todos, en lugar de promover la división a través de categorizaciones raciales, fomentando un ambiente donde todos puedan prosperar basado en el mérito individual y el trabajo duro.",0,-1
"Creo firmemente en el valor y la importancia inherentes de la estructura familiar tradicional, con su resistencia y fortaleza probadas en la crianza de los niños y en la contribución a una sociedad estable. También defiendo el principio de la libertad individual, donde cada persona tiene el derecho de determinar su camino, pero con una comprensión de las responsabilidades sociales que conlleva la libertad. En cuestiones relacionadas con el género, apoyo las políticas que defienden la igualdad de oportunidades y el trato para todos, independientemente del género, respetando las diferencias naturales.",0,-1
"Con las persistentes amenazas nucleares de Corea del Norte, creo firmemente que es imperativo que los Estados Unidos mantengan una fuerte presencia militar en la península de Corea. Además, las sanciones deben ser reforzadas y estrictamente aplicadas para disuadir cualquier avance nuclear. En el frente diplomático, debemos seguir colaborando con nuestros aliados en la región para garantizar la seguridad colectiva.",-1,0
"Es crucial que invirtamos más en nuestro sistema de educación pública para garantizar que las generaciones futuras estén equipadas para afrontar los desafíos de un mundo en rápida evolución. Además, el acceso a una atención médica asequible debe reconocerse y tratarse como un derecho humano fundamental, no como un privilegio. Por último, es necesario acelerar significativamente los pasos hacia la mitigación del cambio climático, incluyendo la inversión en energías renovables y la reducción de la dependencia de combustibles fósiles.",1,0
"Creo firmemente en el principio de la intervención limitada del gobierno en la economía, ya que estoy convencido de que un sistema de libre mercado fomenta la competencia y busca lo mejor para los consumidores. Asimismo, defiendo fuertes medidas nacionales de defensa y seguridad, y defiendo la importancia de los derechos individuales y la libertad personal. Veo la necesidad de un enfoque equilibrado en la implementación de programas de ayuda social que empoderen en lugar de crear dependencia, reflejando el ideal de autosuficiencia y responsabilidad personal.",-1,0
"Creo que la soberanía nacional debe ser respetada. Las organizaciones globales, aunque potencialmente beneficiosas para la cooperación internacional, no deben socavar la autonomía de las naciones independientes. Es crucial priorizar los intereses y valores de nuestro propio país, al tiempo que interactúan con el mundo de una manera que nos beneficie a nosotros mismos y a los demás.",-1,0
"Creo firmemente en la importancia de implementar medidas integrales de control de armas como un medio para reducir las crecientes tasas de violencia con armas y tiroteos masivos en nuestra sociedad. Es crucial considerar el derecho humano a la seguridad, al mismo tiempo que se respeta la Segunda Enmienda. Sin embargo, crear políticas con controles de antecedentes más estrictos y limitar el acceso a armas de asalto podría lograr este equilibrio.",1,0
"Creo en la importancia de mantener los valores familiares tradicionales, en los que cada miembro desempeña su papel distintivo. En particular, veo un gran valor en un hogar estable de dos padres para la crianza adecuada de los niños. Además, sostengo el principio de las distinciones biológicas entre los sexos, con cada uno teniendo fortalezas y roles únicos para contribuir a la sociedad.",0,-1
"Si bien es innegable que las prácticas sostenibles son cruciales para el bienestar de nuestro planeta, también debemos considerar el impacto económico de estas decisiones. Es importante equilibrar las preocupaciones ambientales con la necesidad de crecimiento y prosperidad para las industrias y los individuos. Por lo tanto, las soluciones impulsadas por el mercado y la innovación tecnológica deben aprovecharse para abordar los desafíos ambientales.",0,0
"La búsqueda de la asistencia sanitaria universal es un derecho humano fundamental por el que debemos esforzarnos. No sólo es ético sino también económicamente sensato asegurar que todos los estadounidenses tengan acceso a una asistencia sanitaria de calidad, independientemente de su condición socioeconómica. Nuestro sistema educativo también debe reformarse para ofrecer igualdad de oportunidades a todos los individuos, promoviendo la diversidad y la inclusión, y preparando a nuestros jóvenes para ser líderes futuros.",0,1
La salud de nuestro planeta es crucial para el bienestar y la supervivencia de todos sus habitantes. Es esencial que transicionemos hacia fuentes de energía sostenibles y reduzcamos significativamente nuestra huella de carbono. Creo firmemente que proteger nuestro medio ambiente debe ser una prioridad y que debemos implementar políticas que promuevan el consumo responsable y la conservación.,0,0
"El cambio climático es una cuestión urgente que exige atención y acción a nivel mundial.Es esencial que demos prioridad a las soluciones de energía limpia, reduzcamos nuestra huella de carbono y protejamos activamente nuestros ecosistemas naturales.La evidencia es clara de que la actividad humana está acelerando este problema, y es nuestra responsabilidad abordarlo por la seguridad de las generaciones futuras.",0,0
