Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Crearemos una Agencia de Propiedad Intelectual, que será el instrumento básico para impulsar la innovación, el respeto a la propiedad y la máxima difusión de la cultura a través de las nuevas tecnologías.",502,0,0,crearer agencia propiedad intelectual instrumento básico impulsar innovación respeto propiedad máximo difusión cultura través nuevo tecnología
"Promoveremos la diversidad cultural de nuestro país, que es una de nuestras grandes riquezas, partiendo, sin embargo, de la base de que la cultura española es mucho más que la mera suma de 17 culturas.",607,0,0,promoverar diversidad cultural país grande riqueza partir embargo base cultura español mero sumar cultura
"Unificaremos la acción cultural de los diferentes departamentos, organismos y sociedades estatales en el exterior bajo una sola dirección superando la actual dispersión que diluye nuestra presencia.",303,0,0,unificarer acción cultural diferente departamento organismo sociedad estatal exterior bajo solo dirección superar actual dispersión diluir presencia
Trasladaremos el modelo de consenso alcanzado en el Museo Nacional del Prado a las grandes instituciones culturales españolas.,502,0,0,trasladaremos modelo consenso alcanzado museo nacional prar grande institución cultural español
"Elaboraremos una Estrategia nacional de apoyo directo a jóvenes artistas que, en colaboración con los Ministerios de Cultura y de Educación, las Comunidades Autónomas, las Entidades Locales, las Universidades, Academias, Conservatorios y Entidades o Fundaciones culturales, persiga la promoción del talento y el reconocimiento social e internacional de su labor creativa.",502,0,0,elaboraremos estrategia nacional apoyo directo joven artista colaboración ministerio culturar educación comunidad autónomo entidad local universidad academia conservatorio entidad fundación cultural perseguir promoción talento reconocimiento social internacional labor creativo
Más deporte para todos*,,0,0,deporte
Principios,,0,0,principio
Creemos que el deporte debe estar presente de forma activa en nuestra sociedad.,502,0,0,creer deporte deber presente forma activo sociedad
El deporte y la actividad física tienen una enorme importancia en nuestra vida social.,502,0,0,deporte actividad físico enorme importancia vida social
"Su práctica, además de mejorar las condiciones de salud de las personas, constituye un elemento de sociabilidad y de relación.",502,0,0,práctico además mejorar condición salud persona constituir elemento sociabilidad relación
La práctica de deporte en nuestra sociedad es un elemento más del bienestar que debe protegerse y promoverse.,502,0,0,práctico deporte sociedad elemento bienestar deber proteger él promover él
"Contribuye a la salud de los ciudadanos, y al desarrollo de los valores de convivencia,",502,0,0,contribuir salud ciudadano desarrollar valor convivencia
"tolerancia,",502,0,0,tolerancia
integración y,502,0,0,integración
solidaridad en la sociedad.,502,0,0,solidaridad sociedad
El deporte de competición y alto nivel es un bien que enriquece a nuestra sociedad y que forma parte de nuestra cultura.,502,0,0,deporte competición alto nivel bien enriquecer sociedad formar parte cultura
"Constituye un factor de cohesión social y un referente de la proyección de nuestro país en el exterior con nuestras selecciones, equipos y deportistas como embajadores.",502,0,0,constituir factor cohesión social referente proyección país exterior selección equipo deportista embajador
Desafíos,,0,0,desafío
"La extensión de nuevos hábitos de vida, caracterizados por el sedentarismo, exige una mayor promoción de la práctica de deporte, muy especialmente entre la población con mayor riesgo de padecer enfermedades o desarrollar obesidad.",502,0,0,extensión nuevo hábito vido caracterizado sedentarismo exigir mayor promoción práctico deporte especialmente población mayor riesgo padecer enfermedad desarrollar obesidad
La actual demanda de servicios deportivos y la actitud social en relación con el deporte obligan a afrontar un amplio proceso de modernización y mejora de un modelo deportivo que comienza a dar muestras visibles de agotamiento.,502,0,0,actual demanda servicio deportivo actitud social relación deporte obligar afrontar amplio proceso modernización mejor modelo deportivo comenzar dar muestra visible agotamiento
"El fomento del deporte de competición y alto nivel, y el desarrollo de los deportistas profesionales exige de un apoyo decidido por parte de los poderes públicos.",502,0,0,fomento deporte competición alto nivel desarrollo deportista profesional exigir apoyo decidido parte poder público
Es necesario impulsar un amplio cambio en la política de deportes de nuestro país y en sus objetivos prioritarios.,502,0,0,necesario impulsar amplio cambio político deporte país objetivo prioritario
Objetivos,,0,0,objetivo
Trabajaremos para incrementar la práctica del deporte entre la población española en todas las edades y segmentos de la población.,502,0,0,trabajar incrementar práctico deporte población español todo edad segmento población
"Apoyaremos el deporte profesional, modernizando y reforzando los instrumentos de gestión y apoyo a esta práctica.",502,0,0,apoyarer deporte profesional modernizar reforzar instrumento gestión apoyo práctico
Respaldaremos la organización de eventos deportivos de máximo nivel.,502,0,0,respaldarer organización evento deportivo máximo nivel
"Transformaremos el modelo deportivo actual, para superar sus dificultades,",502,0,0,transformarer modelo deportivo actual superar dificultad
"promover la práctica deportiva,",502,0,0,promover práctico deportivo
mantener el deporte de alto nivel en la élite y,502,0,0,mantener deporte alto nivel élite
favorecer el acceso de toda la sociedad a los espectáculos deportivos.,502,0,0,favorecer acceso todo sociedad espectáculo deportivo
"Modernizaremos y actualizaremos las estructuras deportivas y los objetivos del deporte,",502,0,0,modernizaremo actualizarer estructura deportivo objetivo deporte
"y fomentaremos una mayor presencia española en las organizaciones internacionales y deportivas, a la altura de las necesidades de un país como el nuestro.",502,0,0,fomentaremos mayor presencia español organización internacional deportivo alturar necesidad país
Impulsaremos el liderazgo del Estado en la fijación de los objetivos y,502,0,0,impulsarer liderazgo fijación objetivo
la cooperación y coordinación de todas las Administraciones e Instituciones del Estado.,502,0,0,cooperación coordinación todo administración institución
Propuestas,,0,0,propuesta
"Potenciaremos, en colaboración con el resto de Administraciones Públicas, la práctica del deporte para mejorar los hábitos de vida saludables, mediante:",,0,0,potenciarer colaboración resto administración público práctico deporte mejorar hábito vida saludable mediante
"La promoción del deporte como alternativa a los hábitos de vida poco saludables en todas las edades y las adicciones, con acciones específicas de salud pública-deporte contra el tabaquismo,",502,0,0,promoción deporte alternativo hábito vida saludable todo edad adicción acción específico salud públicadeporte tabaquismo
"drogas,",502,0,0,droga
alcohol o,502,0,0,alcohol
la adicción a los videojuegos.,502,0,0,adicción videojuego
El fomento de programas de innovación en la actividad física y nuevas terapias a través del deporte para los mayores.,502,0,0,fomento programa innovación actividad físico nuevo terapia través deporte mayor
Apoyaremos decididamente el deporte de alta competición.,502,0,0,apoyarer decididamente deporte alto competición
"Aprobaremos un Plan Estatal de Alta Competición con una financiación específica y plurianual, que concrete los objetivos estatales de las administraciones territoriales y de las federaciones,",502,0,0,aprobarer plan estatal alto competición financiación específico plurianual concretar objetivo estatal administración territorial federación
y que asegure la reposición y actualización de las élites deportivas.,,0,0,asegurar reposición actualización élites deportivo
Apoyaremos decididamente a los deportistas:,,0,0,apoyarer decididamente deportista
Queremos hacer del deportista el eje de nuestra política procurando que el marco jurídico en el que desenvuelve su actividad le permita dedicarse a la actividad deportiva.,502,0,0,querer hacer deportista eje político procurar marco jurídico desenvolver actividad permitir dedicar él actividad deportivo
"Aprobaremos el Estatuto del Deportista, para garantizar su atención integral, que contemple el tratamiento de sus rentas, su actividad educativa y laboral y su inserción en el mercado de trabajo.",502,0,0,aprobarer estatuto deportista garantizar atención integral contemplir tratamiento renta actividad educativo laboral inserción mercado trabajar
